ATENDIMENTO_BAIRRO_NOME,ATENDIMENTO_ANO,OCORRENCIA_MES,NATUREZA1_DESCRICAO,count
ATUBA,2013,12,Disparo de arma,1
ATUBA,2013,12,Invasão,1
ATUBA,2013,12,Substância Ilícita,2
ATUBA,2014,1,Animais,1
ATUBA,2014,1,Apoio,2
ATUBA,2014,1,Dano,2
ATUBA,2014,1,Quedas de objetos ou partes de construções,1
ATUBA,2014,1,Substância Ilícita,1
ATUBA,2014,1,Trânsito,1
ATUBA,2014,1,Veículo,1
ATUBA,2014,2,Animais,1
ATUBA,2014,2,Apoio,4
ATUBA,2014,2,Dano,3
ATUBA,2014,2,Erosão,1
ATUBA,2014,2,Substância Ilícita,1
ATUBA,2014,3,Abordagem,1
ATUBA,2014,3,Agressão física/verbal,1
ATUBA,2014,3,Animais,1
ATUBA,2014,3,Apoio,4
ATUBA,2014,3,Dano,2
ATUBA,2014,3,Furto,1
ATUBA,2014,3,Invasão,1
ATUBA,2014,3,Paciente/usuário alterado,1
ATUBA,2014,3,Queima a céu aberto,3
ATUBA,2014,3,Trânsito,1
ATUBA,2014,4,Abordagem,1
ATUBA,2014,4,Agressão física/verbal,1
ATUBA,2014,4,Animais,2
ATUBA,2014,4,Apoio,5
ATUBA,2014,4,Dano,4
ATUBA,2014,4,Invasão,2
ATUBA,2014,4,Queima a céu aberto,2
ATUBA,2014,5,Achado,1
ATUBA,2014,5,Animais,7
ATUBA,2014,5,Apoio,2
ATUBA,2014,5,Dano,3
ATUBA,2014,5,Invasão,1
ATUBA,2014,5,Orientação,1
ATUBA,2014,5,Roubo,1
ATUBA,2014,5,Veículo,1
ATUBA,2014,6,Abordagem,2
ATUBA,2014,6,Agressão física/verbal,1
ATUBA,2014,6,Alagamento,1
ATUBA,2014,6,Animais,1
ATUBA,2014,6,Apoio,7
ATUBA,2014,6,Erosão,1
ATUBA,2014,6,Invasão,2
ATUBA,2014,6,Paciente/usuário alterado,1
ATUBA,2014,6,Perturbação do sossego,1
ATUBA,2014,6,Queima a céu aberto,1
ATUBA,2014,6,Substância Ilícita,1
ATUBA,2014,6,Trânsito,1
ATUBA,2014,7,Abordagem,1
ATUBA,2014,7,Agressão física/verbal,1
ATUBA,2014,7,Animais,6
ATUBA,2014,7,Apoio,3
ATUBA,2014,7,Dano,2
ATUBA,2014,8,Abordagem,1
ATUBA,2014,8,Animais,4
ATUBA,2014,8,Apoio,2
ATUBA,2014,8,Dano,2
ATUBA,2014,8,Ronda,1
ATUBA,2014,8,Tentativa,1
ATUBA,2014,9,Abordagem,1
ATUBA,2014,9,Alarmes,1
ATUBA,2014,9,Animais,2
ATUBA,2014,9,Apoio,5
ATUBA,2014,9,Atitude suspeita,1
ATUBA,2014,9,Desacato,1
ATUBA,2014,9,Invasão,1
ATUBA,2014,9,Vias de fato,1
ATUBA,2014,10,Abordagem,1
ATUBA,2014,10,Agressão física/verbal,1
ATUBA,2014,10,Alarmes,1
ATUBA,2014,10,Animais,1
ATUBA,2014,10,Apoio,6
ATUBA,2014,10,Atitude suspeita,1
ATUBA,2014,10,Invasão,2
ATUBA,2014,10,Perturbação do sossego,1
ATUBA,2014,10,Queima a céu aberto,1
ATUBA,2014,10,Roubo,1
ATUBA,2014,10,Substância Ilícita,2
ATUBA,2014,11,Abordagem,1
ATUBA,2014,11,Achado,1
ATUBA,2014,11,Afogamento,1
ATUBA,2014,11,Animais,2
ATUBA,2014,11,Dano,2
ATUBA,2014,11,Desobediência,1
ATUBA,2014,11,Trânsito,1
ATUBA,2014,12,Achado,1
ATUBA,2014,12,Alagamento,1
ATUBA,2014,12,Animais,1
ATUBA,2014,12,Apoio,4
ATUBA,2014,12,Dano,1
ATUBA,2014,12,Invasão,1
ATUBA,2014,12,Risco de acidente / à vida,1
ATUBA,2015,1,Apoio,1
ATUBA,2015,1,Atos obscenos/libidinosos,1
ATUBA,2015,1,Destelhamento,2
ATUBA,2015,1,Invasão,1
ATUBA,2015,1,Lesão Corporal,1
ATUBA,2015,1,Queima a céu aberto,1
ATUBA,2015,1,Risco de acidente / à vida,1
ATUBA,2015,1,Trânsito,1
ATUBA,2015,2,Atitude suspeita,1
ATUBA,2015,2,Dano,2
ATUBA,2015,2,Roubo,1
ATUBA,2015,3,Abordagem,1
ATUBA,2015,3,Agressão física/verbal,2
ATUBA,2015,3,Apoio,3
ATUBA,2015,3,Atitude suspeita,1
ATUBA,2015,3,Dano,1
ATUBA,2015,3,Estupro,1
ATUBA,2015,3,Fuga de aluno/interno,1
ATUBA,2015,4,Ameaça,1
ATUBA,2015,4,Apoio,4
ATUBA,2015,4,Dano,3
ATUBA,2015,4,Invasão,2
ATUBA,2015,4,Veículo,1
ATUBA,2015,5,Agressão física/verbal,1
ATUBA,2015,5,Animais,2
ATUBA,2015,5,Apoio,3
ATUBA,2015,5,Dano,2
ATUBA,2015,5,Invasão,1
ATUBA,2015,5,Perturbação do sossego,1
ATUBA,2015,5,Queima a céu aberto,1
ATUBA,2015,5,Substância Ilícita,2
ATUBA,2015,6,Apoio,3
ATUBA,2015,6,Atitude suspeita,1
ATUBA,2015,6,Dano,1
ATUBA,2015,6,Invasão,1
ATUBA,2015,6,Lesão Corporal,1
ATUBA,2015,6,Maus tratos à pessoas,1
ATUBA,2015,6,Risco de acidente / à vida,1
ATUBA,2015,6,Substância Ilícita,4
ATUBA,2015,7,Abordagem,3
ATUBA,2015,7,Achado,1
ATUBA,2015,7,Ameaça,1
ATUBA,2015,7,Apoio,2
ATUBA,2015,7,Arrastão,1
ATUBA,2015,7,Invasão,2
ATUBA,2015,7,Roubo,1
ATUBA,2015,7,Substância Ilícita,1
ATUBA,2015,8,Animais,3
ATUBA,2015,8,Apoio,2
ATUBA,2015,8,Dano,1
ATUBA,2015,8,Desinteligência,1
ATUBA,2015,8,Furto,2
ATUBA,2015,8,Invasão,1
ATUBA,2015,8,Manifestação,1
ATUBA,2015,8,Risco de acidente / à vida,1
ATUBA,2015,8,Ronda,1
ATUBA,2015,8,Substância Ilícita,3
ATUBA,2015,8,Trânsito,1
ATUBA,2015,9,Abandono de incapaz,1
ATUBA,2015,9,Agressão física/verbal,1
ATUBA,2015,9,Ameaça,1
ATUBA,2015,9,Apoio,4
ATUBA,2015,9,Dano,1
ATUBA,2015,9,Desinteligência,1
ATUBA,2015,9,Perturbação do sossego,1
ATUBA,2015,9,Queda de árvore,1
ATUBA,2015,9,Risco de acidente / à vida,1
ATUBA,2015,9,Substância Ilícita,1
ATUBA,2015,9,Trânsito,1
ATUBA,2015,10,Abordagem,1
ATUBA,2015,10,Alagamento,1
ATUBA,2015,10,Animais,1
ATUBA,2015,10,Apoio,3
ATUBA,2015,10,Atitude suspeita,1
ATUBA,2015,10,Dano,1
ATUBA,2015,10,Erosão,1
ATUBA,2015,10,Roubo,1
ATUBA,2015,10,Trânsito,3
ATUBA,2015,11,Alarmes,1
ATUBA,2015,11,Animais,1
ATUBA,2015,11,Dano,1
ATUBA,2015,11,Escolta,2
ATUBA,2015,11,Furto,1
ATUBA,2015,11,Invasão,2
ATUBA,2015,12,Apoio,1
ATUBA,2015,12,Dano,1
ATUBA,2015,12,Invasão,2
ATUBA,2015,12,Maus tratos à pessoas,1
ATUBA,2015,12,Roubo,1
ATUBA,2015,12,Trânsito,1
ATUBA,2015,12,Vias de fato,1
ATUBA,2016,1,Ameaça,1
ATUBA,2016,1,Apoio,3
ATUBA,2016,1,Atitude suspeita,1
ATUBA,2016,1,Dano,1
ATUBA,2016,1,Encaminhamento,1
ATUBA,2016,1,Erosão,1
ATUBA,2016,1,Invasão,2
ATUBA,2016,1,Queima a céu aberto,1
ATUBA,2016,1,Vistoria,1
ATUBA,2016,2,Abordagem,1
ATUBA,2016,2,Ameaça,1
ATUBA,2016,2,Apoio,3
ATUBA,2016,2,Dano,2
ATUBA,2016,2,Desacato,1
ATUBA,2016,2,Infiltração,1
ATUBA,2016,2,Invasão,1
ATUBA,2016,2,Queima a céu aberto,2
ATUBA,2016,2,Risco de acidente / à vida,1
ATUBA,2016,2,Substância Ilícita,1
ATUBA,2016,3,Animais,1
ATUBA,2016,3,Apoio,4
ATUBA,2016,3,Construção Irregular,1
ATUBA,2016,3,Dano,1
ATUBA,2016,3,Furto,1
ATUBA,2016,3,Invasão,1
ATUBA,2016,3,Queima a céu aberto,3
ATUBA,2016,3,Veículo,1
ATUBA,2016,4,Animais,1
ATUBA,2016,4,Apoio,2
ATUBA,2016,4,Dano,1
ATUBA,2016,4,Invasão,1
ATUBA,2016,4,Perturbação do sossego,2
ATUBA,2016,4,Veículo,1
ATUBA,2016,5,Ameaça,1
ATUBA,2016,5,Apoio,2
ATUBA,2016,5,Atitude suspeita,1
ATUBA,2016,5,Desobediência,1
ATUBA,2016,5,Roubo,2
ATUBA,2016,5,Substância Ilícita,1
ATUBA,2016,5,Trânsito,1
ATUBA,2016,5,Veículo,1
ATUBA,2016,6,Abordagem,2
ATUBA,2016,6,Apoio,3
ATUBA,2016,6,Atos obscenos/libidinosos,1
ATUBA,2016,6,Paciente/usuário alterado,1
ATUBA,2016,6,Queima a céu aberto,1
ATUBA,2016,6,Roubo,1
ATUBA,2016,6,Substância Ilícita,1
ATUBA,2016,6,Tentativa,1
ATUBA,2016,7,Apoio,3
ATUBA,2016,7,Atitude suspeita,2
ATUBA,2016,7,Embriaguez,1
ATUBA,2016,7,Roubo,1
ATUBA,2016,8,Abordagem,2
ATUBA,2016,8,Apoio,3
ATUBA,2016,8,Atitude suspeita,1
ATUBA,2016,8,Dano,1
ATUBA,2016,8,Depósito irregular,1
ATUBA,2016,8,Disparo de arma,1
ATUBA,2016,8,Furto,1
ATUBA,2016,9,Abordagem,2
ATUBA,2016,9,Apoio,2
ATUBA,2016,9,Bueiro entupido,1
ATUBA,2016,9,Disparo de arma,1
ATUBA,2016,9,Invasão,1
ATUBA,2016,10,Apoio,6
ATUBA,2016,10,Atitude suspeita,1
ATUBA,2016,10,Dano,1
ATUBA,2016,10,Perturbação do sossego,1
ATUBA,2016,10,Substância Ilícita,1
ATUBA,2016,10,Trânsito,4
ATUBA,2016,10,Veículo,1
ATUBA,2016,10,Vistoria,1
ATUBA,2016,11,Abordagem,1
ATUBA,2016,11,Apoio,5
ATUBA,2016,11,Arrastão,1
ATUBA,2016,11,Dano,3
ATUBA,2016,11,Depósito irregular,1
ATUBA,2016,11,Desaparecimento,1
ATUBA,2016,11,Invasão,1
ATUBA,2016,11,Perturbação do sossego,1
ATUBA,2016,11,Queima a céu aberto,1
ATUBA,2016,11,Substância Ilícita,1
ATUBA,2016,11,Trânsito,3
ATUBA,2016,12,Alarmes,1
ATUBA,2016,12,Apoio,4
ATUBA,2016,12,Dano,1
ATUBA,2016,12,Encaminhamento,1
ATUBA,2016,12,Perturbação do sossego,1
ATUBA,2016,12,Roubo,1
ATUBA,2016,12,Substância Ilícita,1
ATUBA,2016,12,Veículo,1
ATUBA,2017,1,Alarmes,1
ATUBA,2017,1,Ameaça,1
ATUBA,2017,1,Apoio,1
ATUBA,2017,1,Averiguação (Defesa Civil),1
ATUBA,2017,1,Banho em local impróprio,1
ATUBA,2017,1,Dano,1
ATUBA,2017,1,Trânsito,3
ATUBA,2017,2,Achado,1
ATUBA,2017,2,Alarmes,1
ATUBA,2017,2,Ameaça,1
ATUBA,2017,2,Apoio,2
ATUBA,2017,2,Atitude suspeita,1
ATUBA,2017,2,Dano,2
ATUBA,2017,2,Queima a céu aberto,1
ATUBA,2017,2,Roubo,2
ATUBA,2017,3,Abordagem,1
ATUBA,2017,3,Agressão física/verbal,1
ATUBA,2017,3,Atitude suspeita,1
ATUBA,2017,3,Disparo de arma,1
ATUBA,2017,3,Trânsito,2
ATUBA,2017,3,Vias de fato,1
ATUBA,2017,4,Abordagem,1
ATUBA,2017,4,Achado,2
ATUBA,2017,4,Destelhamento,1
ATUBA,2017,4,Queima a céu aberto,1
ATUBA,2017,4,Roubo,1
ATUBA,2017,4,Substância Ilícita,1
ATUBA,2017,5,Abordagem,1
ATUBA,2017,5,Agressão física/verbal,1
ATUBA,2017,5,Apoio,2
ATUBA,2017,5,Atitude suspeita,2
ATUBA,2017,5,Furto,1
ATUBA,2017,5,Roubo,1
ATUBA,2017,5,Substância Ilícita,1
ATUBA,2017,5,Trânsito,1
ATUBA,2017,6,Abordagem,1
ATUBA,2017,6,Apoio,5
ATUBA,2017,6,Atos obscenos/libidinosos,1
ATUBA,2017,6,Substância Ilícita,2
ATUBA,2017,6,Veículo,1
ATUBA,2017,7,Abandono de incapaz,1
ATUBA,2017,7,Animais,1
ATUBA,2017,7,Apoio,3
ATUBA,2017,7,Atos obscenos/libidinosos,1
ATUBA,2017,7,Roubo,1
ATUBA,2017,8,Abordagem,1
ATUBA,2017,8,Achado,1
ATUBA,2017,8,Apoio,6
ATUBA,2017,8,Dano,1
ATUBA,2017,8,Destelhamento,1
ATUBA,2017,8,Orientação,1
ATUBA,2017,8,Paciente/usuário alterado,1
ATUBA,2017,8,Queima a céu aberto,2
ATUBA,2017,9,Abordagem,1
ATUBA,2017,9,Apoio,3
ATUBA,2017,9,Atitude suspeita,1
ATUBA,2017,9,Dano,1
ATUBA,2017,9,Roubo,1
ATUBA,2017,9,Substância Ilícita,2
ATUBA,2017,9,Violação de Medida Protetiva Lei Maria da Penha,1
ATUBA,2017,10,Abordagem,2
ATUBA,2017,10,Agressão física/verbal,1
ATUBA,2017,10,Alagamento,1
ATUBA,2017,10,Ameaça,1
ATUBA,2017,10,Apoio,5
ATUBA,2017,10,Atos obscenos/libidinosos,1
ATUBA,2017,10,Dano,1
ATUBA,2017,10,Queda de árvore,1
ATUBA,2017,10,Trânsito,1
ATUBA,2017,10,Veículo,1
ATUBA,2017,11,Abordagem,1
ATUBA,2017,11,Apoio,3
ATUBA,2017,11,Atitude suspeita,1
ATUBA,2017,11,Importunação sexual,1
ATUBA,2017,11,Invasão,1
ATUBA,2017,11,Substância Ilícita,1
ATUBA,2017,11,Vistoria,1
ATUBA,2017,12,Abordagem,2
ATUBA,2017,12,Apoio,2
ATUBA,2017,12,Atitude suspeita,2
ATUBA,2017,12,Dano,3
ATUBA,2017,12,Perturbação do sossego,1
ATUBA,2017,12,Substância Ilícita,1
ATUBA,2017,12,Trânsito,1
ATUBA,2018,1,Abordagem,3
ATUBA,2018,1,Apoio,2
ATUBA,2018,1,Dano,4
ATUBA,2018,1,Invasão,2
ATUBA,2018,1,Paciente/usuário alterado,1
ATUBA,2018,1,Roubo,1
ATUBA,2018,1,Tentativa,1
ATUBA,2018,1,Trânsito,1
ATUBA,2018,1,Violação de Medida Protetiva Lei Maria da Penha,1
ATUBA,2018,2,Abordagem,1
ATUBA,2018,2,Animais,1
ATUBA,2018,2,Atitude suspeita,1
ATUBA,2018,2,Desinteligência,1
ATUBA,2018,2,Deslizamento,1
ATUBA,2018,2,Invasão,1
ATUBA,2018,2,Queima a céu aberto,2
ATUBA,2018,2,Roubo,3
ATUBA,2018,2,Substância Ilícita,2
ATUBA,2018,2,Trânsito,1
ATUBA,2018,2,Violação de Medida Protetiva Lei Maria da Penha,1
ATUBA,2018,3,Abordagem,2
ATUBA,2018,3,Alagamento,1
ATUBA,2018,3,Apoio,5
ATUBA,2018,3,Atitude suspeita,2
ATUBA,2018,3,Dano,1
ATUBA,2018,3,Invasão,1
ATUBA,2018,3,Substância Ilícita,1
ATUBA,2018,3,Vias de fato,2
ATUBA,2018,4,Abordagem,1
ATUBA,2018,4,Apoio,3
ATUBA,2018,4,Atitude suspeita,1
ATUBA,2018,4,Dano,3
ATUBA,2018,4,Desinteligência,1
ATUBA,2018,4,Invasão,3
ATUBA,2018,4,Queima a céu aberto,1
ATUBA,2018,4,Substância Ilícita,3
ATUBA,2018,4,Vias de fato,1
ATUBA,2018,5,Abordagem,2
ATUBA,2018,5,Agressão física/verbal,1
ATUBA,2018,5,Apoio,3
ATUBA,2018,5,Dano,4
ATUBA,2018,5,Furto,3
ATUBA,2018,5,Roubo,1
ATUBA,2018,5,Trânsito,1
ATUBA,2018,5,Vias de fato,1
ATUBA,2018,6,Abordagem,1
ATUBA,2018,6,Apoio,9
ATUBA,2018,6,Avaria em Equipamento/Patrimônio (não intencional),1
ATUBA,2018,6,Furto,1
ATUBA,2018,6,Roubo,1
ATUBA,2018,6,Trânsito,4
ATUBA,2018,6,Vistoria,1
ATUBA,2018,7,Abordagem,1
ATUBA,2018,7,Alarmes,1
ATUBA,2018,7,Apoio,7
ATUBA,2018,7,Atos obscenos/libidinosos,1
ATUBA,2018,7,Roubo,1
ATUBA,2018,7,Substância Ilícita,3
ATUBA,2018,7,Trânsito,3
ATUBA,2018,8,Abordagem,3
ATUBA,2018,8,Abuso de incapazes,1
ATUBA,2018,8,Agressão física/verbal,1
ATUBA,2018,8,Alarmes,3
ATUBA,2018,8,Apoio,3
ATUBA,2018,8,Atitude suspeita,2
ATUBA,2018,8,Invasão,3
ATUBA,2018,8,Paciente/usuário alterado,1
ATUBA,2018,8,Risco de acidente/à vida (Defesa Civil),1
ATUBA,2018,8,Risco de explosão,1
ATUBA,2018,8,Substância Ilícita,1
ATUBA,2018,8,Tentativa,1
ATUBA,2018,8,Trânsito,7
ATUBA,2018,9,Abordagem,1
ATUBA,2018,9,Apoio,4
ATUBA,2018,9,Dano,1
ATUBA,2018,9,Desinteligência,1
ATUBA,2018,9,Orientação,1
ATUBA,2018,9,Risco de acidente / à vida,1
ATUBA,2018,9,Substância Ilícita,4
ATUBA,2018,9,Trânsito,1
ATUBA,2018,9,Verificação,1
ATUBA,2018,10,Abordagem,2
ATUBA,2018,10,Animais,1
ATUBA,2018,10,Apoio,4
ATUBA,2018,10,Furto,1
ATUBA,2018,10,Menor gazeando aula,1
ATUBA,2018,10,Orientação,1
ATUBA,2018,10,Perturbação do sossego,2
ATUBA,2018,10,Tentativa,1
ATUBA,2018,10,Trânsito,4
ATUBA,2018,10,Veículo,1
ATUBA,2018,11,Abordagem,1
ATUBA,2018,11,Ameaça,1
ATUBA,2018,11,Animais,2
ATUBA,2018,11,Apoio,3
ATUBA,2018,11,Dano,1
ATUBA,2018,11,Destelhamento,1
ATUBA,2018,11,Furto,1
ATUBA,2018,11,Invasão,2
ATUBA,2018,11,Queima a céu aberto,1
ATUBA,2018,11,Substância Ilícita,1
ATUBA,2018,11,Trânsito,2
ATUBA,2018,12,Abordagem,2
ATUBA,2018,12,Apoio,1
ATUBA,2018,12,Atitude suspeita,1
ATUBA,2018,12,Banho em local impróprio,1
ATUBA,2018,12,Dano,1
ATUBA,2018,12,Importunação ofensiva ao pudor,1
ATUBA,2018,12,Perturbação do sossego,2
ATUBA,2018,12,Queima a céu aberto,1
ATUBA,2018,12,Substância Ilícita,1
ATUBA,2018,12,Trânsito,1
ATUBA,2019,1,Agressão física/verbal,1
ATUBA,2019,1,Apoio,3
ATUBA,2019,1,Atitude suspeita,1
ATUBA,2019,1,Dano,1
ATUBA,2019,1,Perturbação do sossego,2
ATUBA,2019,1,Pragas Animais,1
ATUBA,2019,1,Trânsito,2
ATUBA,2019,1,Vazamento ou derramamento de Produto Perigoso ou Infectante,1
ATUBA,2019,2,Abordagem,1
ATUBA,2019,2,Animais,1
ATUBA,2019,2,Apoio,3
ATUBA,2019,2,Dano,1
ATUBA,2019,2,Encaminhamento,1
ATUBA,2019,2,Furto,2
ATUBA,2019,2,Retirada de invasão,1
ATUBA,2019,2,Substância Ilícita,1
ATUBA,2019,2,Violação de Medida Protetiva Lei Maria da Penha,1
ATUBA,2019,2,Óbito,1
ATUBA,2019,3,Abordagem,1
ATUBA,2019,3,Apoio,1
ATUBA,2019,3,Dano,1
ATUBA,2019,3,Paciente/usuário alterado,1
ATUBA,2019,3,Ronda,1
ATUBA,2019,3,Roubo,2
ATUBA,2019,3,Trânsito,1
ATUBA,2019,3,Violação de Medida Protetiva Lei Maria da Penha,2
ATUBA,2019,4,Abordagem,3
ATUBA,2019,4,Ameaça,1
ATUBA,2019,4,Apoio,1
ATUBA,2019,4,Atitude suspeita,1
ATUBA,2019,4,Atos obscenos/libidinosos,1
ATUBA,2019,4,Dano,1
ATUBA,2019,4,Perturbação do sossego,1
ATUBA,2019,4,Substância Ilícita,1
ATUBA,2019,4,Trânsito,4
ATUBA,2019,4,Veículo,1
ATUBA,2019,4,Violação de Medida Protetiva Lei Maria da Penha,1
ATUBA,2019,5,Animais,1
ATUBA,2019,5,Apoio,3
ATUBA,2019,5,Avaria em Equipamento/Patrimônio (não intencional),1
ATUBA,2019,5,Destelhamento,4
ATUBA,2019,5,Fornecimento de Lona,11
ATUBA,2019,5,Furto,1
ATUBA,2019,5,Invasão,1
ATUBA,2019,5,Paciente/usuário alterado,1
ATUBA,2019,5,Substância Ilícita,1
ATUBA,2019,5,Tentativa,1
ATUBA,2019,5,Trânsito,1
ATUBA,2019,6,Apoio,2
ATUBA,2019,6,Dano,1
ATUBA,2019,6,Fornecimento de Lona,1
ATUBA,2019,6,Invasão,2
ATUBA,2019,6,Material abandonado,1
ATUBA,2019,6,Risco de acidente / à vida,1
ATUBA,2019,6,Risco de desabamento / desmoronamento,1
ATUBA,2019,6,Violação de Medida Protetiva Lei Maria da Penha,1
ATUBA,2019,7,Ameaça,1
ATUBA,2019,7,Apoio,1
ATUBA,2019,7,Dano,2
ATUBA,2019,7,Furto,1
ATUBA,2019,7,Queima a céu aberto,1
ATUBA,2019,7,Roubo,1
ATUBA,2019,7,Substância Ilícita,1
ATUBA,2019,7,Vistoria,1
ATUBA,2019,8,Agressão física/verbal,1
ATUBA,2019,8,Apoio,2
ATUBA,2019,8,Dano,1
ATUBA,2019,8,Paciente/usuário alterado,1
ATUBA,2019,8,Queima a céu aberto,1
ATUBA,2019,8,Veículo,1
ATUBA,2019,9,Abordagem,1
ATUBA,2019,9,Apoio,3
ATUBA,2019,9,Fornecimento de Lona,4
ATUBA,2019,9,Furto,1
ATUBA,2019,9,Invasão,1
ATUBA,2019,9,Vistoria,1
ATUBA,2019,10,Alagamento,1
ATUBA,2019,10,Apoio,2
ATUBA,2019,10,Queima a céu aberto,1
ATUBA,2019,10,Trânsito,2
ATUBA,2019,11,Abordagem,2
ATUBA,2019,11,Agressão física/verbal,1
ATUBA,2019,11,Apoio,6
ATUBA,2019,11,Atitude suspeita,1
ATUBA,2019,11,Desinteligência,1
ATUBA,2019,11,Encaminhamento,1
AUGUSTA,2009,1,Animais,4
AUGUSTA,2009,1,Apoio,2
AUGUSTA,2009,1,Averiguação,1
AUGUSTA,2009,1,Furto,1
AUGUSTA,2009,1,Pesca em local proibido,2
AUGUSTA,2009,2,Abordagem,1
AUGUSTA,2009,2,Animais,3
AUGUSTA,2009,2,Apoio,1
AUGUSTA,2009,2,Dano,1
AUGUSTA,2009,2,Perturbação do sossego,1
AUGUSTA,2009,2,Pesca em local proibido,1
AUGUSTA,2009,2,Queima a céu aberto,1
AUGUSTA,2009,2,Roubo,1
AUGUSTA,2009,3,Animais,1
AUGUSTA,2009,3,Apoio,1
AUGUSTA,2009,3,Banho em local impróprio,1
AUGUSTA,2009,3,Perturbação do sossego,1
AUGUSTA,2009,3,Pesca em local proibido,1
AUGUSTA,2009,4,Abordagem,1
AUGUSTA,2009,4,Animais,1
AUGUSTA,2009,4,Perturbação do sossego,1
AUGUSTA,2009,4,Pesca em local proibido,1
AUGUSTA,2009,5,Alagamento,1
AUGUSTA,2009,5,Animais,1
AUGUSTA,2009,5,Apoio,1
AUGUSTA,2009,5,Perturbação do sossego,1
AUGUSTA,2009,6,Animais,3
AUGUSTA,2009,6,Trânsito,1
AUGUSTA,2009,7,Abordagem,1
AUGUSTA,2009,7,Animais,3
AUGUSTA,2009,7,Atitude suspeita,1
AUGUSTA,2009,7,Dano,1
AUGUSTA,2009,7,Disparo de arma,1
AUGUSTA,2009,7,Perturbação do sossego,1
AUGUSTA,2009,8,Dano,1
AUGUSTA,2009,8,Perturbação do sossego,5
AUGUSTA,2009,8,Roubo,1
AUGUSTA,2009,9,Alarmes,1
AUGUSTA,2009,9,Apoio,2
AUGUSTA,2009,9,Desabamento,1
AUGUSTA,2009,9,Risco de desabamento / desmoronamento,1
AUGUSTA,2009,10,Abordagem,2
AUGUSTA,2009,10,Animais,1
AUGUSTA,2009,10,Averiguação,1
AUGUSTA,2009,10,Incêndio,1
AUGUSTA,2009,10,Perturbação do sossego,2
AUGUSTA,2009,11,Animais,2
AUGUSTA,2009,11,Apoio,2
AUGUSTA,2009,11,Desabamento,1
AUGUSTA,2009,11,Paciente/usuário alterado,2
AUGUSTA,2009,11,Perturbação do sossego,1
AUGUSTA,2009,12,Alarmes,3
AUGUSTA,2009,12,Paciente/usuário alterado,1
AUGUSTA,2010,1,Alarmes,1
AUGUSTA,2010,1,Animais,2
AUGUSTA,2010,1,Apoio,1
AUGUSTA,2010,1,Averiguação,1
AUGUSTA,2010,1,Invasão,1
AUGUSTA,2010,1,Perturbação do sossego,1
AUGUSTA,2010,2,Alarmes,1
AUGUSTA,2010,2,Animais,2
AUGUSTA,2010,2,Apoio,1
AUGUSTA,2010,2,Furto,1
AUGUSTA,2010,2,Perturbação do sossego,3
AUGUSTA,2010,2,Substância Ilícita,1
AUGUSTA,2010,3,Abordagem,1
AUGUSTA,2010,3,Alarmes,3
AUGUSTA,2010,3,Animais,3
AUGUSTA,2010,3,Dano,1
AUGUSTA,2010,3,Perturbação do sossego,4
AUGUSTA,2010,3,Roubo,1
AUGUSTA,2010,3,Veículo,1
AUGUSTA,2010,4,Achado,1
AUGUSTA,2010,4,Alarmes,1
AUGUSTA,2010,4,Animais,1
AUGUSTA,2010,4,Apoio,1
AUGUSTA,2010,4,Perturbação do sossego,4
AUGUSTA,2010,4,Pesca em local proibido,1
AUGUSTA,2010,5,Alarmes,1
AUGUSTA,2010,5,Animais,1
AUGUSTA,2010,5,Dano,1
AUGUSTA,2010,5,Perturbação do sossego,1
AUGUSTA,2010,6,Abordagem,1
AUGUSTA,2010,6,Animais,1
AUGUSTA,2010,6,Apoio,1
AUGUSTA,2010,6,Perturbação do sossego,2
AUGUSTA,2010,7,Abordagem,1
AUGUSTA,2010,7,Dano,1
AUGUSTA,2010,7,Disparo de arma,1
AUGUSTA,2010,7,Perturbação do sossego,2
AUGUSTA,2010,8,Alarmes,1
AUGUSTA,2010,8,Animais,1
AUGUSTA,2010,8,Dano,1
AUGUSTA,2010,8,Perturbação do sossego,7
AUGUSTA,2010,8,Veículo,1
AUGUSTA,2010,9,Abordagem,1
AUGUSTA,2010,9,Agressão física/verbal,2
AUGUSTA,2010,9,Animais,3
AUGUSTA,2010,9,Furto,2
AUGUSTA,2010,9,Perturbação do sossego,1
AUGUSTA,2010,10,Apoio,1
AUGUSTA,2010,10,Averiguação (Defesa Civil),1
AUGUSTA,2010,10,Dano,1
AUGUSTA,2010,10,Perturbação do sossego,1
AUGUSTA,2010,11,Alarmes,3
AUGUSTA,2010,11,Animais,1
AUGUSTA,2010,11,Apoio,1
AUGUSTA,2010,11,Banho em local impróprio,2
AUGUSTA,2010,11,Perturbação do sossego,5
AUGUSTA,2010,11,Substância Ilícita,1
AUGUSTA,2010,12,Alarmes,4
AUGUSTA,2010,12,Animais,4
AUGUSTA,2010,12,Apoio,1
AUGUSTA,2010,12,Perturbação do sossego,1
AUGUSTA,2010,12,Seqüestro e cárcere privado,1
AUGUSTA,2011,1,Alarmes,2
AUGUSTA,2011,1,Animais,2
AUGUSTA,2011,1,Apoio,1
AUGUSTA,2011,1,Dano,1
AUGUSTA,2011,1,Orientação,1
AUGUSTA,2011,1,Perturbação do sossego,1
AUGUSTA,2011,1,Queima a céu aberto,1
AUGUSTA,2011,2,Abordagem,1
AUGUSTA,2011,2,Alarmes,2
AUGUSTA,2011,2,Animais,1
