ATENDIMENTO_ANO,OCORRENCIA_MES,NATUREZA1_DESCRICAO,ATENDIMENTO_BAIRRO_NOME,n
2012,10,Tentativa,CAJURU,1
2012,10,Tentativa,CAMPINA DO SIQUEIRA,1
2012,10,Tentativa,CENTRO,6
2012,10,Tentativa,CIDADE INDUSTRIAL,1
2012,10,Tentativa,HAUER,1
2012,10,Tentativa,NOVO MUNDO,1
2012,10,Tentativa,PINHEIRINHO,1
2012,10,Tentativa,PORTÃO,1
2012,10,Tentativa,SÃO JOÃO,1
2012,10,Tentativa,SÍTIO CERCADO,1
2012,10,Tentativa,TABOÃO,1
2012,10,Tentativa,TATUQUARA,1
2012,10,Trânsito,ÁGUA VERDE,1
2012,10,Trânsito,AHÚ,1
2012,10,Trânsito,ALTO BOQUEIRÃO,1
2012,10,Trânsito,ATUBA,2
2012,10,Trânsito,AUGUSTA,2
2012,10,Trânsito,BIGORRILHO,1
2012,10,Trânsito,CAJURU,5
2012,10,Trânsito,CAPÃO RASO,1
2012,10,Trânsito,CENTRO,4
2012,10,Trânsito,CENTRO CÍVICO,1
2012,10,Trânsito,CIDADE INDUSTRIAL,2
2012,10,Trânsito,CRISTO REI,1
2012,10,Trânsito,FAZENDINHA,2
2012,10,Trânsito,JARDIM BOTÂNICO,1
2012,10,Trânsito,MERCÊS,2
2012,10,Trânsito,PORTÃO,1
2012,10,Trânsito,REBOUÇAS,1
2012,10,Trânsito,RIVIERA,1
2012,10,Trânsito,SANTA FELICIDADE,3
2012,10,Trânsito,SÃO FRANCISCO,1
2012,10,Trânsito,SÍTIO CERCADO,3
2012,10,Trânsito,TABOÃO,1
2012,10,Trânsito,UMBARÁ,1
2012,10,Trânsito,XAXIM,1
2012,10,Uso indevido do cartão transporte,ALTO DA RUA XV,1
2012,10,Uso indevido do cartão transporte,CAJURU,1
2012,10,Veículo,ALTO BOQUEIRÃO,1
2012,10,Veículo,BACACHERI,1
2012,10,Veículo,CAJURU,1
2012,10,Veículo,CAPÃO RASO,3
2012,10,Veículo,FAZENDINHA,1
2012,10,Veículo,GUAÍRA,1
2012,10,Veículo,JARDIM BOTÂNICO,1
2012,10,Veículo,REBOUÇAS,1
2012,10,Veículo,SANTA CÂNDIDA,1
2012,10,Veículo,SANTA FELICIDADE,1
2012,10,Veículo,SANTO INÁCIO,2
2012,10,Veículo,TATUQUARA,1
2012,10,Veículo,UBERABA,1
2012,10,Veículo,XAXIM,1
2012,10,Vias de fato,ALTO DA GLÓRIA,1
2012,10,Vias de fato,BOQUEIRÃO,2
2012,10,Vias de fato,CAMPINA DO SIQUEIRA,1
2012,10,Vias de fato,CAPÃO RASO,2
2012,10,Vias de fato,CENTRO,8
2012,10,Vias de fato,CIDADE INDUSTRIAL,2
2012,10,Vias de fato,JARDIM BOTÂNICO,1
2012,10,Vias de fato,MERCÊS,1
2012,10,Vias de fato,PORTÃO,1
2012,10,Vias de fato,SANTO INÁCIO,1
2012,10,Vias de fato,SÃO FRANCISCO,2
2012,10,Vias de fato,SÍTIO CERCADO,1
2012,10,Vias de fato,TATUQUARA,1
2012,10,Vias de fato,XAXIM,1
2012,10,Vistoria,CAJURU,9
2012,10,Vistoria,CAMPO COMPRIDO,1
2012,10,Vistoria,CIDADE INDUSTRIAL,4
2012,10,Vistoria,PINHEIRINHO,1
2012,10,Vistoria,SANTA FELICIDADE,1
2012,11,Abordagem,ÁGUA VERDE,4
2012,11,Abordagem,ALTO BOQUEIRÃO,1
2012,11,Abordagem,ALTO DA RUA XV,2
2012,11,Abordagem,ATUBA,1
2012,11,Abordagem,BACACHERI,1
2012,11,Abordagem,BOM RETIRO,1
2012,11,Abordagem,BOQUEIRÃO,1
2012,11,Abordagem,CAJURU,3
2012,11,Abordagem,CENTRO,16
2012,11,Abordagem,CIDADE INDUSTRIAL,2
2012,11,Abordagem,GUABIROTUBA,2
2012,11,Abordagem,MOSSUNGUÊ,1
2012,11,Abordagem,ORLEANS,1
2012,11,Abordagem,PAROLIN,1
2012,11,Abordagem,PINHEIRINHO,1
2012,11,Abordagem,REBOUÇAS,2
2012,11,Abordagem,SANTA FELICIDADE,3
2012,11,Abordagem,SÃO FRANCISCO,5
2012,11,Abordagem,SEMINÁRIO,1
2012,11,Abordagem,SÍTIO CERCADO,2
2012,11,Abordagem,UBERABA,1
2012,11,Achado,CENTRO,2
2012,11,Achado,SÍTIO CERCADO,1
2012,11,Agressão física/verbal,BACACHERI,1
2012,11,Agressão física/verbal,BARREIRINHA,1
2012,11,Agressão física/verbal,CABRAL,2
2012,11,Agressão física/verbal,CAMPINA DO SIQUEIRA,1
2012,11,Agressão física/verbal,CAMPO COMPRIDO,1
2012,11,Agressão física/verbal,CAPÃO RASO,1
2012,11,Agressão física/verbal,CENTRO,7
2012,11,Agressão física/verbal,CIDADE INDUSTRIAL,2
2012,11,Agressão física/verbal,FAZENDINHA,1
2012,11,Agressão física/verbal,MERCÊS,1
2012,11,Agressão física/verbal,NOVO MUNDO,3
2012,11,Agressão física/verbal,PINHEIRINHO,2
2012,11,Agressão física/verbal,REBOUÇAS,1
2012,11,Agressão física/verbal,SANTA CÂNDIDA,2
2012,11,Agressão física/verbal,SANTO INÁCIO,1
2012,11,Agressão física/verbal,SÃO FRANCISCO,1
2012,11,Agressão física/verbal,SÍTIO CERCADO,1
2012,11,Agressão física/verbal,TATUQUARA,3
2012,11,Alagamento,CIDADE INDUSTRIAL,2
2012,11,Alagamento,PAROLIN,1
2012,11,Alagamento,SÃO BRAZ,1
2012,11,Alarmes,ALTO BOQUEIRÃO,2
2012,11,Alarmes,ATUBA,1
2012,11,Alarmes,BOA VISTA,1
2012,11,Alarmes,BOM RETIRO,1
2012,11,Alarmes,BOQUEIRÃO,4
2012,11,Alarmes,BUTIATUVINHA,1
2012,11,Alarmes,CAJURU,2
2012,11,Alarmes,CAMPINA DO SIQUEIRA,1
2012,11,Alarmes,CAMPO COMPRIDO,1
2012,11,Alarmes,CAMPO DE SANTANA,1
2012,11,Alarmes,CAPÃO DA IMBUIA,2
2012,11,Alarmes,CAPÃO RASO,1
2012,11,Alarmes,CIDADE INDUSTRIAL,5
2012,11,Alarmes,FANNY,1
2012,11,Alarmes,FAZENDINHA,3
2012,11,Alarmes,LINDÓIA,1
2012,11,Alarmes,PAROLIN,1
2012,11,Alarmes,PILARZINHO,1
2012,11,Alarmes,PINHEIRINHO,1
2012,11,Alarmes,SANTA CÂNDIDA,1
2012,11,Alarmes,SÃO BRAZ,2
2012,11,Alarmes,SÍTIO CERCADO,2
2012,11,Alarmes,TATUQUARA,2
2012,11,Alarmes,UBERABA,1
2012,11,Alarmes,VISTA ALEGRE,1
2012,11,Ameaça,ABRANCHES,1
2012,11,Ameaça,ÁGUA VERDE,3
2012,11,Ameaça,ALTO DA GLÓRIA,1
2012,11,Ameaça,BARREIRINHA,1
2012,11,Ameaça,BATEL,1
2012,11,Ameaça,BOA VISTA,1
2012,11,Ameaça,BOQUEIRÃO,1
2012,11,Ameaça,CABRAL,2
2012,11,Ameaça,CAJURU,1
2012,11,Ameaça,CAMPINA DO SIQUEIRA,1
2012,11,Ameaça,CAPÃO DA IMBUIA,2
2012,11,Ameaça,CENTRO,10
2012,11,Ameaça,CIDADE INDUSTRIAL,4
2012,11,Ameaça,FAZENDINHA,1
2012,11,Ameaça,JARDIM BOTÂNICO,1
2012,11,Ameaça,LAMENHA PEQUENA,1
2012,11,Ameaça,NOVO MUNDO,1
2012,11,Ameaça,PINHEIRINHO,1
2012,11,Ameaça,PORTÃO,1
2012,11,Ameaça,REBOUÇAS,6
2012,11,Ameaça,SANTA CÂNDIDA,1
2012,11,Ameaça,SANTA FELICIDADE,1
2012,11,Ameaça,SÃO BRAZ,1
2012,11,Ameaça,SÃO FRANCISCO,1
2012,11,Ameaça,SÍTIO CERCADO,2
2012,11,Ameaça,XAXIM,1
2012,11,Animais,ABRANCHES,1
2012,11,Animais,ÁGUA VERDE,2
2012,11,Animais,ALTO BOQUEIRÃO,8
2012,11,Animais,ATUBA,3
2012,11,Animais,BACACHERI,2
2012,11,Animais,BAIRRO ALTO,3
2012,11,Animais,BARREIRINHA,1
2012,11,Animais,BATEL,1
2012,11,Animais,BOA VISTA,2
2012,11,Animais,BOM RETIRO,1
2012,11,Animais,BOQUEIRÃO,6
2012,11,Animais,BUTIATUVINHA,2
2012,11,Animais,CAJURU,7
2012,11,Animais,CAMPO COMPRIDO,3
2012,11,Animais,CAMPO DE SANTANA,5
2012,11,Animais,CAPÃO DA IMBUIA,1
2012,11,Animais,CAPÃO RASO,4
2012,11,Animais,CAXIMBA,1
2012,11,Animais,CIDADE INDUSTRIAL,17
2012,11,Animais,GANCHINHO,1
2012,11,Animais,GUABIROTUBA,2
2012,11,Animais,HAUER,2
2012,11,Animais,HUGO LANGE,1
2012,11,Animais,LINDÓIA,1
2012,11,Animais,MOSSUNGUÊ,2
2012,11,Animais,NOVO MUNDO,3
2012,11,Animais,ORLEANS,3
2012,11,Animais,PAROLIN,1
2012,11,Animais,PINHEIRINHO,2
2012,11,Animais,PORTÃO,3
2012,11,Animais,SANTA FELICIDADE,5
2012,11,Animais,SANTO INÁCIO,4
2012,11,Animais,SÃO BRAZ,1
2012,11,Animais,SÃO JOÃO,1
2012,11,Animais,SÃO MIGUEL,1
2012,11,Animais,SÍTIO CERCADO,11
2012,11,Animais,TABOÃO,1
2012,11,Animais,TATUQUARA,9
2012,11,Animais,TINGUI,1
2012,11,Animais,UBERABA,3
2012,11,Animais,UMBARÁ,2
2012,11,Animais,VISTA ALEGRE,1
2012,11,Animais,XAXIM,8
2012,11,Apoio,,1
2012,11,Apoio,ABRANCHES,3
2012,11,Apoio,ÁGUA VERDE,4
2012,11,Apoio,AHÚ,1
2012,11,Apoio,ALTO BOQUEIRÃO,5
2012,11,Apoio,ALTO DA GLÓRIA,3
2012,11,Apoio,ALTO DA RUA XV,2
2012,11,Apoio,ATUBA,1
2012,11,Apoio,BACACHERI,8
2012,11,Apoio,BAIRRO ALTO,7
2012,11,Apoio,BARREIRINHA,2
2012,11,Apoio,BATEL,3
2012,11,Apoio,BIGORRILHO,2
2012,11,Apoio,BOA VISTA,3
2012,11,Apoio,BOQUEIRÃO,9
2012,11,Apoio,BUTIATUVINHA,4
2012,11,Apoio,CAJURU,7
2012,11,Apoio,CAMPINA DO SIQUEIRA,2
2012,11,Apoio,CAMPO COMPRIDO,5
2012,11,Apoio,CAMPO DE SANTANA,2
2012,11,Apoio,CAPÃO DA IMBUIA,2
2012,11,Apoio,CAPÃO RASO,8
2012,11,Apoio,CENTRO,46
2012,11,Apoio,CENTRO CÍVICO,1
2012,11,Apoio,CIDADE INDUSTRIAL,9
2012,11,Apoio,CRISTO REI,1
2012,11,Apoio,FAZENDINHA,2
2012,11,Apoio,GANCHINHO,1
2012,11,Apoio,JARDIM BOTÂNICO,4
2012,11,Apoio,JARDIM DAS AMÉRICAS,2
2012,11,Apoio,JARDIM SOCIAL,1
2012,11,Apoio,LINDÓIA,1
2012,11,Apoio,MERCÊS,3
2012,11,Apoio,MOSSUNGUÊ,2
2012,11,Apoio,NOVO MUNDO,5
2012,11,Apoio,PAROLIN,2
2012,11,Apoio,PILARZINHO,1
2012,11,Apoio,PINHEIRINHO,5
2012,11,Apoio,PORTÃO,2
2012,11,Apoio,PRADO VELHO,4
2012,11,Apoio,REBOUÇAS,5
2012,11,Apoio,SANTA CÂNDIDA,1
2012,11,Apoio,SANTA FELICIDADE,3
2012,11,Apoio,SANTO INÁCIO,2
2012,11,Apoio,SÃO FRANCISCO,2
2012,11,Apoio,SÃO LOURENÇO,4
2012,11,Apoio,SÍTIO CERCADO,21
2012,11,Apoio,TABOÃO,1
2012,11,Apoio,TATUQUARA,7
2012,11,Apoio,UBERABA,5
2012,11,Apoio,UMBARÁ,2
2012,11,Apoio,VISTA ALEGRE,1
2012,11,Apoio,XAXIM,3
2012,11,Apropriação indébita,UBERABA,1
2012,11,Arrastão,SANTO INÁCIO,1
2012,11,Atitude suspeita,ÁGUA VERDE,2
2012,11,Atitude suspeita,ALTO BOQUEIRÃO,1
2012,11,Atitude suspeita,ALTO DA GLÓRIA,1
2012,11,Atitude suspeita,BIGORRILHO,1
2012,11,Atitude suspeita,BOA VISTA,2
2012,11,Atitude suspeita,CENTRO,13
2012,11,Atitude suspeita,CIDADE INDUSTRIAL,3
2012,11,Atitude suspeita,FAZENDINHA,1
2012,11,Atitude suspeita,GUAÍRA,1
2012,11,Atitude suspeita,JARDIM DAS AMÉRICAS,1
2012,11,Atitude suspeita,MOSSUNGUÊ,4
2012,11,Atitude suspeita,PILARZINHO,2
2012,11,Atitude suspeita,PRADO VELHO,1
2012,11,Atitude suspeita,REBOUÇAS,1
2012,11,Atitude suspeita,SANTA CÂNDIDA,1
2012,11,Atitude suspeita,SANTA FELICIDADE,2
2012,11,Atitude suspeita,SANTO INÁCIO,1
2012,11,Atitude suspeita,SÍTIO CERCADO,2
2012,11,Atitude suspeita,TABOÃO,3
2012,11,Atos obscenos/libidinosos,BOQUEIRÃO,1
2012,11,Atos obscenos/libidinosos,CENTRO,4
2012,11,Atos obscenos/libidinosos,HAUER,1
2012,11,Atos obscenos/libidinosos,JARDIM BOTÂNICO,2
2012,11,Avaria em Equipamento/Patrimônio (não intencional),CENTRO,1
2012,11,Averiguação (Defesa Civil),HUGO LANGE,1
2012,11,Banho em local impróprio,BOQUEIRÃO,3
2012,11,Banho em local impróprio,CAJURU,1
2012,11,Banho em local impróprio,CENTRO,5
2012,11,Conduta inconveniente,ALTO DA GLÓRIA,1
2012,11,Conduta inconveniente,CAJURU,1
2012,11,Conduta inconveniente,REBOUÇAS,1
2012,11,Conduta inconveniente,SANTO INÁCIO,1
2012,11,Constrangimento ilegal,JARDIM BOTÂNICO,1
2012,11,Criança perdida/desaparecida,SANTA CÂNDIDA,1
2012,11,Crime ambiental,CAPÃO RASO,1
2012,11,Crime ambiental,JARDIM BOTÂNICO,2
2012,11,Crime ambiental,TATUQUARA,1
2012,11,Dano,ABRANCHES,2
2012,11,Dano,ÁGUA VERDE,8
2012,11,Dano,ALTO BOQUEIRÃO,13
2012,11,Dano,ALTO DA GLÓRIA,7
2012,11,Dano,ALTO DA RUA XV,2
2012,11,Dano,BACACHERI,2
2012,11,Dano,BAIRRO ALTO,4
2012,11,Dano,BARREIRINHA,4
2012,11,Dano,BATEL,1
2012,11,Dano,BIGORRILHO,1
2012,11,Dano,BOA VISTA,4
2012,11,Dano,BOM RETIRO,3
2012,11,Dano,BOQUEIRÃO,9
2012,11,Dano,CABRAL,4
2012,11,Dano,CACHOEIRA,1
2012,11,Dano,CAJURU,14
2012,11,Dano,CAMPINA DO SIQUEIRA,3
2012,11,Dano,CAMPO COMPRIDO,6
2012,11,Dano,CAMPO DE SANTANA,3
2012,11,Dano,CAPÃO DA IMBUIA,3
2012,11,Dano,CAPÃO RASO,12
2012,11,Dano,CENTRO,42
2012,11,Dano,CENTRO CÍVICO,1
2012,11,Dano,CIDADE INDUSTRIAL,19
2012,11,Dano,CRISTO REI,1
2012,11,Dano,FANNY,2
2012,11,Dano,FAZENDINHA,12
2012,11,Dano,GUABIROTUBA,3
2012,11,Dano,GUAÍRA,2
2012,11,Dano,HAUER,2
2012,11,Dano,JARDIM BOTÂNICO,2
2012,11,Dano,JARDIM DAS AMÉRICAS,2
2012,11,Dano,MERCÊS,3
2012,11,Dano,MOSSUNGUÊ,2
2012,11,Dano,NOVO MUNDO,11
2012,11,Dano,ORLEANS,2
2012,11,Dano,PAROLIN,4
2012,11,Dano,PILARZINHO,3
2012,11,Dano,PINHEIRINHO,8
2012,11,Dano,PORTÃO,10
2012,11,Dano,PRADO VELHO,3
2012,11,Dano,REBOUÇAS,6
2012,11,Dano,SANTA CÂNDIDA,6
2012,11,Dano,SANTA FELICIDADE,7
2012,11,Dano,SANTA QUITÉRIA,1
2012,11,Dano,SANTO INÁCIO,1
2012,11,Dano,SÃO BRAZ,2
2012,11,Dano,SÃO FRANCISCO,7
2012,11,Dano,SÃO JOÃO,1
2012,11,Dano,SÃO LOURENÇO,1
2012,11,Dano,SEMINÁRIO,2
2012,11,Dano,SÍTIO CERCADO,21
2012,11,Dano,TABOÃO,1
2012,11,Dano,TATUQUARA,8
2012,11,Dano,UBERABA,9
2012,11,Dano,UMBARÁ,3
2012,11,Dano,VILA IZABEL,2
2012,11,Dano,VISTA ALEGRE,4
2012,11,Dano,XAXIM,7
2012,11,Denúncia de bomba,GUABIROTUBA,1
2012,11,Denúncia de bomba,NOVO MUNDO,1
2012,11,Depósito irregular,ALTO BOQUEIRÃO,1
2012,11,Depósito irregular,BOA VISTA,1
2012,11,Depósito irregular,SÍTIO CERCADO,5
2012,11,Desabamento,BOA VISTA,1
2012,11,Desabamento,CENTRO CÍVICO,1
2012,11,Desabamento,TATUQUARA,1
2012,11,Desacato,CAPÃO RASO,2
2012,11,Desacato,CENTRO,5
2012,11,Desacato,FAZENDINHA,1
2012,11,Desacato,PORTÃO,1
2012,11,Desacato,SÍTIO CERCADO,1
2012,11,Desaparecimento,BOA VISTA,1
2012,11,Desaparecimento,CAJURU,1
2012,11,Desaparecimento,SÃO JOÃO,1
2012,11,Desaparecimento,SÃO LOURENÇO,1
2012,11,Desinteligência,AUGUSTA,1
2012,11,Desinteligência,BAIRRO ALTO,1
2012,11,Desinteligência,CAJURU,1
2012,11,Desinteligência,CAPÃO RASO,1
2012,11,Desinteligência,CENTRO,3
2012,11,Desinteligência,CRISTO REI,1
2012,11,Desinteligência,NOVO MUNDO,1
2012,11,Desinteligência,PRADO VELHO,1
2012,11,Desinteligência,TABOÃO,1
2012,11,Desinteligência,UBERABA,2
2012,11,Desobediência,ALTO BOQUEIRÃO,1
2012,11,Destelhamento,BOQUEIRÃO,2
2012,11,Destelhamento,CAPÃO RASO,1
2012,11,Destelhamento,CENTRO,1
2012,11,Destelhamento,CIDADE INDUSTRIAL,6
2012,11,Destelhamento,HUGO LANGE,1
2012,11,Destelhamento,PINHEIRINHO,1
2012,11,Destelhamento,TATUQUARA,1
2012,11,Disparo de arma,BACACHERI,1
2012,11,Disparo de arma,BOQUEIRÃO,1
2012,11,Disparo de arma,SANTO INÁCIO,1
2012,11,Embriaguez,MOSSUNGUÊ,1
2012,11,Embriaguez,UMBARÁ,1
2012,11,Encaminhamento,CAPÃO RASO,1
2012,11,Encaminhamento,CENTRO,1
2012,11,Estupro,CIDADE INDUSTRIAL,1
2012,11,Falsidade ideológica (Falsa Identidade),SANTA CÂNDIDA,1
2012,11,Fuga de aluno/interno,CIDADE INDUSTRIAL,1
2012,11,Furto,ÁGUA VERDE,1
2012,11,Furto,ALTO BOQUEIRÃO,1
2012,11,Furto,AUGUSTA,1
2012,11,Furto,BACACHERI,1
2012,11,Furto,BATEL,1
2012,11,Furto,CAJURU,1
2012,11,Furto,CAMPO DE SANTANA,1
2012,11,Furto,CAPÃO DA IMBUIA,1
2012,11,Furto,CENTRO,5
2012,11,Furto,CIDADE INDUSTRIAL,2
2012,11,Furto,JARDIM BOTÂNICO,1
2012,11,Furto,PAROLIN,1
2012,11,Furto,PORTÃO,1
2012,11,Furto,SANTA CÂNDIDA,1
2012,11,Furto,SANTO INÁCIO,2
2012,11,Furto,SÃO FRANCISCO,2
2012,11,Furto,TABOÃO,1
2012,11,Incêndio,PRADO VELHO,1
2012,11,Incêndio,TABOÃO,1
2012,11,Incêndio,UBERABA,2
2012,11,Infiltração,CIDADE INDUSTRIAL,1
2012,11,Invasão,ÁGUA VERDE,1
2012,11,Invasão,ALTO BOQUEIRÃO,1
2012,11,Invasão,ATUBA,3
2012,11,Invasão,BACACHERI,1
2012,11,Invasão,BAIRRO ALTO,1
2012,11,Invasão,BARREIRINHA,2
2012,11,Invasão,BIGORRILHO,1
2012,11,Invasão,BOA VISTA,4
2012,11,Invasão,BOQUEIRÃO,6
2012,11,Invasão,CAJURU,12
2012,11,Invasão,CAMPO COMPRIDO,1
2012,11,Invasão,CAMPO DE SANTANA,1
2012,11,Invasão,CAPÃO RASO,2
2012,11,Invasão,CENTRO,8
2012,11,Invasão,CENTRO CÍVICO,1
2012,11,Invasão,CIDADE INDUSTRIAL,5
2012,11,Invasão,FAZENDINHA,5
2012,11,Invasão,GUABIROTUBA,1
2012,11,Invasão,JARDIM BOTÂNICO,2
2012,11,Invasão,MERCÊS,1
2012,11,Invasão,NOVO MUNDO,1
2012,11,Invasão,PINHEIRINHO,1
2012,11,Invasão,PORTÃO,3
2012,11,Invasão,REBOUÇAS,1
2012,11,Invasão,SÃO BRAZ,1
2012,11,Invasão,SÃO FRANCISCO,2
2012,11,Invasão,SÍTIO CERCADO,2
2012,11,Invasão,TATUQUARA,3
2012,11,Invasão,UBERABA,2
2012,11,Invasão,UMBARÁ,1
2012,11,Invasão,VISTA ALEGRE,1
2012,11,Jogo de Azar,CAMPO COMPRIDO,1
2012,11,Jogo de Azar,CENTRO,2
2012,11,Lesão Corporal,BACACHERI,1
2012,11,Lesão Corporal,CAMPO COMPRIDO,1
2012,11,Lesão Corporal,CAPÃO RASO,1
2012,11,Lesão Corporal,SÍTIO CERCADO,3
2012,11,Manifestação,ALTO BOQUEIRÃO,1
2012,11,Menores abordando transeuntes,CENTRO,1
2012,11,Obstrução de via,SANTO INÁCIO,1
2012,11,Orientação,ALTO BOQUEIRÃO,1
2012,11,Orientação,BOQUEIRÃO,3
2012,11,Orientação,CENTRO,3
2012,11,Orientação,FAZENDINHA,2
2012,11,Orientação,GUABIROTUBA,1
2012,11,Orientação,PILARZINHO,1
2012,11,Orientação,UBERABA,2
2012,11,Paciente/usuário alterado,ABRANCHES,1
2012,11,Paciente/usuário alterado,BACACHERI,1
2012,11,Paciente/usuário alterado,BAIRRO ALTO,1
2012,11,Paciente/usuário alterado,CIDADE INDUSTRIAL,1
2012,11,Paciente/usuário alterado,FAZENDINHA,1
2012,11,Perturbação do sossego,ABRANCHES,1
2012,11,Perturbação do sossego,ÁGUA VERDE,2
2012,11,Perturbação do sossego,AHÚ,2
2012,11,Perturbação do sossego,ALTO BOQUEIRÃO,1
2012,11,Perturbação do sossego,ATUBA,2
2012,11,Perturbação do sossego,BACACHERI,8
2012,11,Perturbação do sossego,BAIRRO ALTO,1
2012,11,Perturbação do sossego,BOA VISTA,1
2012,11,Perturbação do sossego,BOQUEIRÃO,1
2012,11,Perturbação do sossego,CAJURU,1
2012,11,Perturbação do sossego,CAPÃO RASO,1
2012,11,Perturbação do sossego,CENTRO,7
2012,11,Perturbação do sossego,CIDADE INDUSTRIAL,3
2012,11,Perturbação do sossego,FAZENDINHA,14
2012,11,Perturbação do sossego,GUABIROTUBA,13
2012,11,Perturbação do sossego,JARDIM DAS AMÉRICAS,10
2012,11,Perturbação do sossego,MERCÊS,2
2012,11,Perturbação do sossego,NOVO MUNDO,1
2012,11,Perturbação do sossego,PINHEIRINHO,2
2012,11,Perturbação do sossego,PORTÃO,2
2012,11,Perturbação do sossego,SANTO INÁCIO,25
2012,11,Perturbação do sossego,SÃO FRANCISCO,7
2012,11,Perturbação do sossego,SÃO JOÃO,3
2012,11,Perturbação do sossego,SÍTIO CERCADO,3
2012,11,Perturbação do sossego,TABOÃO,6
2012,11,Perturbação do sossego,VISTA ALEGRE,1
2012,11,Pesca em local proibido,AUGUSTA,1
2012,11,Pesca em local proibido,BAIRRO ALTO,1
2012,11,Pesca em local proibido,BOQUEIRÃO,3
2012,11,Porte de artefato explosivo,FAZENDINHA,1
2012,11,Porte Ilegal,CENTRO,1
2012,11,Porte Ilegal,SÍTIO CERCADO,2
2012,11,Queda de árvore,GUABIROTUBA,1
2012,11,Queda de árvore,SÃO FRANCISCO,1
2012,11,Queda de fios de energia,CIDADE INDUSTRIAL,1
2012,11,Queima a céu aberto,AHÚ,1
2012,11,Queima a céu aberto,BACACHERI,1
2012,11,Queima a céu aberto,BOQUEIRÃO,1
2012,11,Queima a céu aberto,CIDADE INDUSTRIAL,1
2012,11,Queima a céu aberto,MERCÊS,1
2012,11,Queima a céu aberto,NOVO MUNDO,1
2012,11,Queima a céu aberto,SANTA CÂNDIDA,1
2012,11,Queima a céu aberto,SANTA FELICIDADE,2
2012,11,Queima a céu aberto,SÃO LOURENÇO,1
2012,11,Queima a céu aberto,TINGUI,1
2012,11,Queima a céu aberto,XAXIM,2
2012,11,Retirada de invasão,TATUQUARA,1
2012,11,Risco de acidente / à vida,ALTO DA RUA XV,1
2012,11,Risco de acidente / à vida,CAMPO COMPRIDO,1
2012,11,Risco de acidente / à vida,CAPÃO DA IMBUIA,1
2012,11,Risco de acidente / à vida,CIDADE INDUSTRIAL,1
2012,11,Risco de acidente / à vida,MOSSUNGUÊ,1
2012,11,Risco de acidente / à vida,NOVO MUNDO,1
2012,11,Risco de acidente / à vida,XAXIM,1
2012,11,Risco de acidente/à vida (Defesa Civil),GANCHINHO,1
2012,11,Risco de desabamento / desmoronamento,CENTRO,1
2012,11,Risco de queda de árvore,BOM RETIRO,1
2012,11,Ronda,CENTRO,2
2012,11,Ronda,CIDADE INDUSTRIAL,1
2012,11,Ronda,GUABIROTUBA,2
2012,11,Ronda,LINDÓIA,1
2012,11,Ronda,REBOUÇAS,2
2012,11,Ronda,SÍTIO CERCADO,1
2012,11,Ronda,TATUQUARA,1
2012,11,Roubo,ÁGUA VERDE,1
2012,11,Roubo,ALTO BOQUEIRÃO,1
2012,11,Roubo,BACACHERI,3
2012,11,Roubo,BOA VISTA,1
2012,11,Roubo,BOQUEIRÃO,1
2012,11,Roubo,CAJURU,5
2012,11,Roubo,CAMPO COMPRIDO,1
2012,11,Roubo,CAPÃO RASO,3
2012,11,Roubo,CENTRO,12
2012,11,Roubo,CIDADE INDUSTRIAL,4
2012,11,Roubo,GUAÍRA,1
2012,11,Roubo,JARDIM BOTÂNICO,2
2012,11,Roubo,NOVO MUNDO,2
2012,11,Roubo,PILARZINHO,1
2012,11,Roubo,PINHEIRINHO,1
2012,11,Roubo,PORTÃO,4
2012,11,Roubo,REBOUÇAS,3
2012,11,Roubo,SANTA FELICIDADE,2
2012,11,Roubo,SÃO LOURENÇO,1
2012,11,Roubo,SÍTIO CERCADO,2
2012,11,Roubo,TATUQUARA,1
2012,11,Roubo,UBERABA,2
2012,11,Roubo,XAXIM,1
2012,11,Seqüestro e cárcere privado,JARDIM BOTÂNICO,1
2012,11,Substância Ilícita,ABRANCHES,1
2012,11,Substância Ilícita,ÁGUA VERDE,8
2012,11,Substância Ilícita,ATUBA,1
2012,11,Substância Ilícita,BACACHERI,11
2012,11,Substância Ilícita,BARREIRINHA,2
2012,11,Substância Ilícita,BIGORRILHO,9
2012,11,Substância Ilícita,BOA VISTA,3
2012,11,Substância Ilícita,BOQUEIRÃO,4
2012,11,Substância Ilícita,CAJURU,2
2012,11,Substância Ilícita,CAMPO COMPRIDO,1
2012,11,Substância Ilícita,CAPÃO RASO,1
2012,11,Substância Ilícita,CENTRO,82
2012,11,Substância Ilícita,CENTRO CÍVICO,2
2012,11,Substância Ilícita,CIDADE INDUSTRIAL,8
2012,11,Substância Ilícita,FAZENDINHA,5
2012,11,Substância Ilícita,GANCHINHO,1
2012,11,Substância Ilícita,GUABIROTUBA,2
2012,11,Substância Ilícita,JARDIM BOTÂNICO,12
2012,11,Substância Ilícita,JARDIM SOCIAL,2
2012,11,Substância Ilícita,MERCÊS,2
2012,11,Substância Ilícita,MOSSUNGUÊ,1
2012,11,Substância Ilícita,NOVO MUNDO,1
2012,11,Substância Ilícita,PILARZINHO,1
2012,11,Substância Ilícita,PINHEIRINHO,1
2012,11,Substância Ilícita,PORTÃO,9
2012,11,Substância Ilícita,REBOUÇAS,4
2012,11,Substância Ilícita,SANTA FELICIDADE,1
